ArrayExpress ID	GEO ID	Experiment Type	Evaluation State	Study Type	Curation State	Variables
E-GEOD-33157	GSE33157	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-18925	GSE18925	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-18924	GSE18924	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-17096	GSE17096	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-25965	GSE25965	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-848	None	transcription profiling by array	Yes	Baseline	Done	mouse strain
E-GEOD-34051	GSE34051	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29192	GSE29192	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27016	GSE27016	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-23530	GSE23530	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-34030	GSE34030	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-32184	GSE32184	RNA-Seq	Yes	Differential	Done	genotype
E-GEOD-32180	GSE32180	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-25905	GSE25905	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-30429	GSE30429	transcription profiling by array	Yes	Baseline	Done	developmental stage
E-GEOD-25322	GSE25322	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-11659	GSE11659	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-3406	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-2692	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-33885	GSE33885	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27363	GSE27363	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-844	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-15133	GSE15133	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-32201	GSE32201	transcription profiling by array	Yes	Differential	Done	developmental stage|genotype
E-GEOD-32051	GSE32051	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-3091	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-33353	GSE33353	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-33372	GSE33372	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-32417	GSE32417	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31201	GSE31201	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-21650	GSE21650	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-730	None	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-33307	GSE33307	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29988	GSE29988	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-33132	GSE33132	transcription profiling by array	Yes	Differential	Done	genotype
E-GEOD-33069	GSE33069	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28025	GSE28025	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-32937	GSE32937	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31570	GSE31570	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-32881	GSE32881	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-30657	GSE30657	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-3355	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-3026	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31623	GSE31623	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28622	GSE28622	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28232	GSE28232	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28054	GSE28054	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31074	GSE31074	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-24465	GSE24465	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-411	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27656	GSE27656	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29082	GSE29082	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29081	GSE29081	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31993	GSE31993	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31990	GSE31990	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31850	GSE31850	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-6310	GSE6310	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31924	GSE31924	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28664	GSE28664	transcription profiling by array	Yes	Differential	Done	age|genotype
E-GEOD-31840	GSE31840	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29153	GSE29153	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28704	GSE28704	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-23937	GSE23937	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31752	GSE31752	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-30880	GSE30880	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28999	GSE28999	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31707	GSE31707	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-356	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-9061	GSE9061	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-9038	GSE9038	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28383	GSE28383	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-30987	GSE30987	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31199	GSE31199	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-30078	GSE30078	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-31244	GSE31244	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29984	GSE29984	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26248	GSE26248	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-MTAB-368	None	transcription profiling by array	Yes	Baseline	Done	developmental stage
E-GEOD-31098	GSE31098	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-23408	GSE23408	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-19675	GSE19675	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26699	GSE26699	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-424	None	RNA-Seq	Yes	Baseline	Done	species
E-GEOD-27261	GSE27261	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-30873	GSE30873	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-330	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26745	GSE26745	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26742	GSE26742	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-30762	GSE30762	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28559	GSE28559	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29289	GSE29289	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26111	GSE26111	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-30306	GSE30306	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-30143	GSE30143	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27891	GSE27891	transcription profiling by array	Yes	Baseline	Done	anatomical structure
E-GEOD-30084	GSE30084	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27979	GSE27979	RNA-Seq	Yes	Baseline	Done	anatomical structure
E-GEOD-30015	GSE30015	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29690	GSE29690	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29284	GSE29284	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-24614	GSE24614	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-24822	GSE24822	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-23525	GSE23525	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29643	GSE29643	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-700	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29674	GSE29674	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29647	GSE29647	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27369	GSE27369	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-22044	GSE22044	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-19621	GSE19621	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29538	GSE29538	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-25732	GSE25732	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-2737	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-21913	GSE21913	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-21900	GSE21900	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28421	GSE28421	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-24513	GSE24513	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27088	GSE27088	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29151	GSE29151	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-24272	GSE24272	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28589	GSE28589	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27282	GSE27282	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-24243	GSE24243	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29097	GSE29097	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-514	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-29014	GSE29014	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26188	GSE26188	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28938	GSE28938	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28935	GSE28935	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28926	GSE28926	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-22565	GSE22565	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28837	GSE28837	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28574	GSE28574	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27396	GSE27396	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28496	GSE28496	transcription profiling by array	Yes	Baseline	Done	developmental stage
E-GEOD-28386	GSE28386	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26024	GSE26024	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-25076	GSE25076	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26007	GSE26007	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26056	GSE26056	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-19780	GSE19780	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-9025	GSE9025	transcription profiling by array	Yes	Differential	Done	anatomical structure
E-MTAB-615	None	RNA-Seq	Yes	Baseline	Done	mouse strain
E-MTAB-598	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-597	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-20325	GSE20325	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-21090	GSE21090	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28056	GSE28056	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28031	GSE28031	transcription profiling by array	Yes	Differential	Done	genotype
E-GEOD-26160	GSE26160	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27602	GSE27602	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27595	GSE27595	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27590	GSE27590	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27589	GSE27589	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-24773	GSE24773	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-20241	GSE20241	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27483	GSE27483	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27129	GSE27129	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27382	GSE27382	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27346	GSE27346	transcription profiling by array	Yes	Baseline	Done	anatomical structure
E-MEXP-2585	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27056	GSE27056	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-27055	GSE27055	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-25306	GSE25306	transcription profiling by array	Yes	Differential	Done	genotype
E-GEOD-20902	GSE20902	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-23310	GSE23310	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-2566	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26796	GSE26796	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26604	GSE26604	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-79	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MEXP-2982	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-347	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26496	GSE26496	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-23431	GSE23431	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-19767	GSE19767	transcription profiling by array	Yes	Baseline	Done	anatomical structure
E-GEOD-26225	GSE26225	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-23028	GSE23028	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-26406	GSE26406	transcription profiling by array	Yes	Baseline	Done	developmental stage
E-MEXP-2570	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-23040	GSE23040	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-22824	GSE22824	transcription profiling by array	Yes	Differential	Done	age|anatomical structure|genotype
E-GEOD-20968	GSE20968	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-20561	GSE20561	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-20400	GSE20400	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-19871	GSE19871	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-19778	GSE19778	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-5000	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-79696	GSE79696	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75907	GSE75907	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-78125	GSE78125	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-50023	GSE50023	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-85727	GSE85727	RNA-Seq	Yes	Baseline	Done	anatomical structure|developmental stage
E-GEOD-85726	GSE85726	RNA-Seq	Yes	Baseline	Done	anatomical structure|developmental stage
E-GEOD-85308	GSE85308	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-85415	GSE85415	transcription profiling by array	Yes	Baseline	Done	sex
E-GEOD-71501	GSE71501	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-59029	GSE59029	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-54436	GSE54436	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-83368	GSE83368	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-79451	GSE79451	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-83964	GSE83964	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-83471	GSE83471	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-81082	GSE81082	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-84063	GSE84063	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70516	GSE70516	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-84960	GSE84960	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-84786	GSE84786	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-84767	GSE84767	transcription profiling by array	Yes	Baseline	Done	mouse strain
E-GEOD-67761	GSE67761	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77126	GSE77126	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71042	GSE71042	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-82099	GSE82099	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-74893	GSE74893	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-74570	GSE74570	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-82308	GSE82308	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77098	GSE77098	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-69635	GSE69635	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-78752	GSE78752	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77500	GSE77500	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-4389	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-37749	GSE37749	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-83992	GSE83992	RNA-Seq	Yes	Baseline	Done	age
E-MTAB-4841	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-79638	GSE79638	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-74243	GSE74243	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-72196	GSE72196	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71381	GSE71381	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71380	GSE71380	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70194	GSE70194	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67238	GSE67238	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-63510	GSE63510	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-83835	GSE83835	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-83241	GSE83241	transcription profiling by array	Yes	Baseline	Done	age|mouse strain
E-GEOD-82097	GSE82097	transcription profiling by array	Yes	Baseline	Done	anatomical structure
E-GEOD-75696	GSE75696	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70123	GSE70123	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-83789	GSE83789	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-82002	GSE82002	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-81959	GSE81959	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-78151	GSE78151	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-83581	GSE83581	RNA-Seq	Yes	Baseline	Done	developmental stage
E-GEOD-79352	GSE79352	RNA-Seq	Yes	Differential	Done	age|anatomical structure|developmental stage|genotype
E-GEOD-76079	GSE76079	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-76157	GSE76157	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-74381	GSE74381	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-83192	GSE83192	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-1561	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-76838	GSE76838	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-39670	GSE39670	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-39669	GSE39669	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-76552	GSE76552	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-81976	GSE81976	transcription profiling by array	Yes	Baseline	Done	anatomical structure
E-GEOD-81502	GSE81502	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-81501	GSE81501	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77822	GSE77822	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77821	GSE77821	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77820	GSE77820	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77819	GSE77819	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77818	GSE77818	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77817	GSE77817	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-3559	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75878	GSE75878	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71833	GSE71833	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71679	GSE71679	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68713	GSE68713	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-28620	GSE28620	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-79758	GSE79758	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67803	GSE67803	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67734	GSE67734	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75523	GSE75523	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75083	GSE75083	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-74888	GSE74888	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70501	GSE70501	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-54683	GSE54683	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68537	GSE68537	transcription profiling by array	Yes	Baseline	Done	age|anatomical structure
E-GEOD-68293	GSE68293	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67366	GSE67366	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-79590	GSE79590	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-79535	GSE79535	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71126	GSE71126	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68253	GSE68253	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68251	GSE68251	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-74278	GSE74278	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-53375	GSE53375	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-78831	GSE78831	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66875	GSE66875	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-78793	GSE78793	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-78792	GSE78792	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-78791	GSE78791	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-78790	GSE78790	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-72808	GSE72808	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67239	GSE67239	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66480	GSE66480	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77887	GSE77887	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77813	GSE77813	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-74344	GSE74344	RNA-Seq	Yes	Differential	Done	anatomical structure|genotype
E-MTAB-3737	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-3735	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-78274	GSE78274	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-78272	GSE78272	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65118	GSE65118	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65774	GSE65774	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65773	GSE65773	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65772	GSE65772	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65771	GSE65771	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65770	GSE65770	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65769	GSE65769	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67889	GSE67889	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77773	GSE77773	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
