ArrayExpress ID	GEO ID	Experiment Type	Evaluation State	Study Type	Curation State	Variables
E-MTAB-2974	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-79737	GSE79737	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77805	GSE77805	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-66372	GSE66372	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-66303	GSE66303	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4583	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76926	GSE76926	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76097	GSE76097	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-36932	GSE36932	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71637	GSE71637	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77656	GSE77656	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77986	GSE77986	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77243	GSE77243	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71257	GSE71257	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68254	GSE68254	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74409	GSE74409	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74406	GSE74406	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71232	GSE71232	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-79146	GSE79146	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-79129	GSE79129	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-79109	GSE79109	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70514	GSE70514	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77941	GSE77941	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-63498	GSE63498	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-78979	GSE78979	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69733	GSE69733	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4415	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-78817	GSE78817	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3980	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77972	GSE77972	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77971	GSE77971	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76593	GSE76593	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73413	GSE73413	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68480	GSE68480	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75901	GSE75901	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-67340	GSE67340	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3247	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77645	GSE77645	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69080	GSE69080	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-78053	GSE78053	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73299	GSE73299	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73298	GSE73298	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71628	GSE71628	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-78057	GSE78057	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77980	GSE77980	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77569	GSE77569	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-51019	GSE51019	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69699	GSE69699	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74356	GSE74356	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-51012	GSE51012	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77843	GSE77843	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73238	GSE73238	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77789	GSE77789	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77547	GSE77547	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68133	GSE68133	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77793	GSE77793	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77720	GSE77720	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70485	GSE70485	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-65824	GSE65824	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77623	GSE77623	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72210	GSE72210	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3853	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3486	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75858	GSE75858	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77336	GSE77336	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-61024	GSE61024	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-54762	GSE54762	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76989	GSE76989	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69903	GSE69903	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76005	GSE76005	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-37597	GSE37597	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76805	GSE76805	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-67647	GSE67647	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71040	GSE71040	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-65141	GSE65141	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76697	GSE76697	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76695	GSE76695	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69801	GSE69801	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76693	GSE76693	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76686	GSE76686	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76615	GSE76615	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74315	GSE74315	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76592	GSE76592	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74371	GSE74371	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-64824	GSE64824	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-67403	GSE67403	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74855	GSE74855	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74537	GSE74537	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-59602	GSE59602	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76459	GSE76459	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74008	GSE74008	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73574	GSE73574	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72895	GSE72895	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69573	GSE69573	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69057	GSE69057	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69056	GSE69056	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68265	GSE68265	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-65246	GSE65246	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-65146	GSE65146	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-64359	GSE64359	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-63761	GSE63761	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-51389	GSE51389	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-43263	GSE43263	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3221	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75769	GSE75769	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75765	GSE75765	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75544	GSE75544	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74002	GSE74002	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73798	GSE73798	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69621	GSE69621	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69582	GSE69582	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68416	GSE68416	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68076	GSE68076	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-66856	GSE66856	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-66598	GSE66598	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-66243	GSE66243	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-65995	GSE65995	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-63070	GSE63070	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-56397	GSE56397	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76265	GSE76265	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-66202	GSE66202	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-52797	GSE52797	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70109	GSE70109	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70108	GSE70108	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-42759	GSE42759	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76144	GSE76144	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74695	GSE74695	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-64271	GSE64271	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73572	GSE73572	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75966	GSE75966	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73562	GSE73562	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73561	GSE73561	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73560	GSE73560	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73559	GSE73559	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-42990	GSE42990	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-MTAB-1332	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75869	GSE75869	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75740	GSE75740	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75683	GSE75683	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75682	GSE75682	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73721	GSE73721	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68175	GSE68175	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-46882	GSE46882	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71974	GSE71974	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68433	GSE68433	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68432	GSE68432	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68269	GSE68269	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74724	GSE74724	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73861	GSE73861	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-42904	GSE42904	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73036	GSE73036	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72136	GSE72136	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-42828	GSE42828	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75457	GSE75457	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-53075	GSE53075	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72341	GSE72341	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70437	GSE70437	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-61844	GSE61844	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-21498	GSE21498	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70410	GSE70410	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71198	GSE71198	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75265	GSE75265	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-65361	GSE65361	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68857	GSE68857	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-66981	GSE66981	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-63526	GSE63526	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68470	GSE68470	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71125	GSE71125	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-62355	GSE62355	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74781	GSE74781	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74753	GSE74753	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74680	GSE74680	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74643	GSE74643	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74615	GSE74615	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70023	GSE70023	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-66721	GSE66721	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-63627	GSE63627	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74287	GSE74287	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69781	GSE69781	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-67288	GSE67288	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-66862	GSE66862	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74518	GSE74518	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73514	GSE73514	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72758	GSE72758	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73859	GSE73859	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-58669	GSE58669	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74387	GSE74387	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74321	GSE74321	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74294	GSE74294	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-53398	GSE53398	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3351	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3875	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-64419	GSE64419	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-64418	GSE64418	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
